AACPS6,FACOAL180
AACPS6,STCOATA
ACALD,ASAD
ACALD,ASPKi
ACALD,HSK
ACALD,THRS
ACKr,ACtr
ACONT,ACONTa
ADK1,DGK1
ADK1,NTPTP1
ADK1,r0456
ADK2,PPA2
ADOCBIK,ADOCBIK2
AGPAT180,ACOAAGPAT180
ALCD19,GLYCt
ASNt2r,ASNS1
ASPTA,PHEt2r
CTPS1,CTPS2
CYTD,CYTDt2r
DHORD2,DHORD5
DHORD2,FRD2
DMPPS2r,DMPPS
FBA,GLYCt
FBA2,GLYCt
FE2DH,FE3abc
FE2abc,FE3abc
FRUK,GLYCt
G3PD2,G3PD1
GALT,GALU
GAMt2r,GF6PTA
GK1,GK2
GLUDy,GLNS
GLUOX,GLNS
GMPS2,GNNUC
GMPS2,GUAPRT
GMPS2,NTD10
GMPS2,RBK
GMPS2,r1384
HEX10,GF6PTA
HISt2r,ATPPRT
HISt2r,HISTP
HISt2r,HSTPTr
HISt2r,IG3PS
HISt2r,IGPDH
HISt2r,PRAMPC
HISt2r,PRATPP
HISt2r,PRMICI
IPDPS2,IPDPS
KARA1,ALACI
KARA1,KARA3
L_AROND,L_ARONR
METFR,r0792
METabc,METt2r
MGt5,MG2abc
NADK,NADK2
NADS1,NADS2
NDPK5,RNTR2
OCBT,HYPSUCORNS
OCBT,SUCCITRDSs
OCBT,SUCORNTC
PFL,OBTFL
PFL,PPAKr
PFL,PPAt2
PFL,PTA2
PTAr,ACtr
RNDR2,RNTR2
RNTR1,RNDR1
RNTR3,NDPK3
RNTR3,NDPK7
RNTR3,RNDR3
THMt3,THMabc
THRAr,ASAD
THRAr,ASPKi
THRAr,HSK
THRAr,THRS
URIDK3,DUTPDP
ACONTb,ACONT
ADK2,ADK1
CYSt2r,AMPTASECG
FE2abc,FE2DH
GAPD_NADP,GAPD
GLUOX,GLUDy
GLYCL,FTHFL
LEUTA,3MOBS
LEUTA,IPMDr
LEUTA,IPPMIa
LEUTA,IPPMIb
LEUt2r,3MOBS
LEUt2r,IPMDr
LEUt2r,IPPMIa
LEUt2r,IPPMIb
LEUt2r,LEUTA
MTHFC,FTHFL
MTHFC,GLYCL
NDPK5,ADK1
OMCDC,LEUTA
OMCDC,LEUt2r
PGMT,GALK
TKT1,TALA
TPI,FBA
TPI,PFK
UDPG4E,PGMT
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
